A,B,C,D,E,F,G,H,I,J,K,L,M
3.00E+00,1.00E+00,2.97E+01,1.00E+00,0.00E+00,1.55E+01,2.00E+00,2.00E+00,3.00E+00,6.00E+00,0.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,7.75E+00,2.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,3.50E+01,0.00E+00,0.00E+00,8.05E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,1.00E+00,2.40E+01,1.00E+00,2.00E+00,6.50E+01,0.00E+00,2.00E+00,2.00E+00,6.00E+00,0.00E+00,4.00E+00,0.00E+00
3.00E+00,0.00E+00,3.40E+01,1.00E+00,1.00E+00,1.44E+01,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,3.00E+00,0.00E+00
3.00E+00,1.00E+00,2.60E+01,1.00E+00,0.00E+00,1.61E+01,0.00E+00,3.00E+00,3.00E+00,9.00E+00,0.00E+00,2.00E+00,0.00E+00
2.00E+00,1.00E+00,4.00E+00,2.00E+00,1.00E+00,3.90E+01,0.00E+00,2.00E+00,2.00E+00,6.00E+00,1.00E+00,4.00E+00,0.00E+00
2.00E+00,0.00E+00,2.60E+01,0.00E+00,0.00E+00,1.05E+01,0.00E+00,1.00E+00,3.00E+00,5.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.70E+01,1.00E+00,0.00E+00,1.45E+01,1.00E+00,1.00E+00,2.00E+00,4.00E+00,0.00E+00,2.00E+00,0.00E+00
1.00E+00,0.00E+00,4.20E+01,1.00E+00,0.00E+00,5.26E+01,0.00E+00,1.00E+00,1.00E+00,5.00E+00,2.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,2.00E+01,1.00E+00,1.00E+00,1.57E+01,1.00E+00,1.00E+00,2.00E+00,4.00E+00,0.00E+00,3.00E+00,0.00E+00
3.00E+00,0.00E+00,2.10E+01,0.00E+00,0.00E+00,7.85E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.10E+01,0.00E+00,0.00E+00,1.61E+01,0.00E+00,1.00E+00,0.00E+00,5.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,6.10E+01,0.00E+00,0.00E+00,3.23E+01,0.00E+00,1.00E+00,3.00E+00,5.00E+00,2.00E+00,1.00E+00,1.00E+00
2.00E+00,0.00E+00,5.70E+01,0.00E+00,0.00E+00,1.23E+01,2.00E+00,5.00E+00,2.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,2.10E+01,0.00E+00,0.00E+00,7.80E+01,0.00E+00,2.00E+00,1.00E+00,5.00E+00,2.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.60E+01,0.00E+00,0.00E+00,7.90E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,7.73E+00,2.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,8.00E+01,0.00E+00,0.00E+00,3.00E+01,0.00E+00,1.00E+00,2.00E+00,5.00E+00,1.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,5.10E+01,0.00E+00,0.00E+00,7.05E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,3.20E+01,0.00E+00,0.00E+00,3.05E+01,1.00E+00,5.00E+00,1.00E+00,5.00E+00,2.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,9.00E+00,3.00E+00,2.00E+00,2.79E+01,0.00E+00,2.00E+00,3.00E+00,6.00E+00,0.00E+00,6.00E+00,0.00E+00
2.00E+00,1.00E+00,2.80E+01,0.00E+00,0.00E+00,1.30E+01,0.00E+00,2.00E+00,2.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,3.20E+01,0.00E+00,0.00E+00,7.92E+00,0.00E+00,1.00E+00,3.00E+00,1.70E+01,0.00E+00,1.00E+00,1.00E+00
2.00E+00,0.00E+00,3.10E+01,1.00E+00,1.00E+00,2.63E+01,0.00E+00,1.00E+00,3.00E+00,1.00E+01,0.00E+00,3.00E+00,0.00E+00
3.00E+00,1.00E+00,4.10E+01,0.00E+00,5.00E+00,3.97E+01,0.00E+00,3.00E+00,3.00E+00,7.00E+00,0.00E+00,6.00E+00,0.00E+00
3.00E+00,0.00E+00,2.97E+01,1.00E+00,0.00E+00,1.61E+01,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,2.00E+01,0.00E+00,0.00E+00,7.85E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,2.40E+01,0.00E+00,0.00E+00,6.93E+01,1.00E+00,2.00E+00,0.00E+00,8.00E+00,2.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,2.00E+00,3.00E+00,2.00E+00,2.79E+01,0.00E+00,2.00E+00,3.00E+00,6.00E+00,0.00E+00,6.00E+00,0.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,5.65E+01,0.00E+00,1.00E+00,1.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,7.50E-01,2.00E+00,1.00E+00,1.93E+01,1.00E+00,2.00E+00,2.00E+00,4.00E+00,0.00E+00,4.00E+00,0.00E+00
1.00E+00,0.00E+00,4.80E+01,1.00E+00,0.00E+00,7.67E+01,1.00E+00,1.00E+00,0.00E+00,8.00E+00,2.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,1.90E+01,0.00E+00,0.00E+00,7.90E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,5.60E+01,0.00E+00,0.00E+00,3.55E+01,1.00E+00,5.00E+00,1.00E+00,5.00E+00,1.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,7.55E+00,0.00E+00,1.00E+00,3.00E+00,1.30E+01,0.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,2.30E+01,0.00E+00,0.00E+00,7.55E+00,0.00E+00,2.00E+00,3.00E+00,8.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,7.90E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,1.00E+00,1.80E+01,0.00E+00,1.00E+00,2.30E+01,0.00E+00,2.00E+00,2.00E+00,6.00E+00,0.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,2.10E+01,0.00E+00,0.00E+00,8.43E+00,0.00E+00,1.00E+00,0.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,2.97E+01,0.00E+00,0.00E+00,7.83E+00,2.00E+00,2.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,1.80E+01,0.00E+00,0.00E+00,6.75E+00,2.00E+00,2.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,0.00E+00,2.40E+01,2.00E+00,0.00E+00,7.35E+01,0.00E+00,1.00E+00,3.00E+00,1.20E+01,0.00E+00,3.00E+00,0.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,7.90E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,3.20E+01,1.00E+00,1.00E+00,1.55E+01,2.00E+00,3.00E+00,3.00E+00,6.00E+00,0.00E+00,3.00E+00,0.00E+00
2.00E+00,0.00E+00,2.30E+01,0.00E+00,0.00E+00,1.30E+01,0.00E+00,1.00E+00,2.00E+00,5.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,5.80E+01,0.00E+00,2.00E+00,1.13E+02,1.00E+00,1.00E+00,3.00E+00,5.00E+00,2.00E+00,3.00E+00,0.00E+00
1.00E+00,0.00E+00,5.00E+01,2.00E+00,0.00E+00,1.34E+02,0.00E+00,5.00E+00,0.00E+00,8.00E+00,0.00E+00,3.00E+00,0.00E+00
3.00E+00,0.00E+00,4.00E+01,0.00E+00,0.00E+00,7.22E+00,1.00E+00,1.00E+00,2.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,4.70E+01,0.00E+00,0.00E+00,2.56E+01,0.00E+00,1.00E+00,0.00E+00,4.00E+00,2.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,3.60E+01,0.00E+00,0.00E+00,7.50E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.00E+01,1.00E+00,0.00E+00,7.92E+00,0.00E+00,1.00E+00,3.00E+00,1.70E+01,0.00E+00,2.00E+00,0.00E+00
2.00E+00,0.00E+00,3.20E+01,2.00E+00,0.00E+00,7.35E+01,0.00E+00,1.00E+00,3.00E+00,1.20E+01,0.00E+00,3.00E+00,0.00E+00
2.00E+00,0.00E+00,2.50E+01,0.00E+00,0.00E+00,1.30E+01,0.00E+00,1.00E+00,2.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,7.78E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,4.30E+01,0.00E+00,0.00E+00,8.05E+00,0.00E+00,1.00E+00,3.00E+00,8.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,2.97E+01,1.00E+00,0.00E+00,5.20E+01,0.00E+00,3.00E+00,1.00E+00,5.00E+00,1.00E+00,2.00E+00,0.00E+00
2.00E+00,1.00E+00,4.00E+01,1.00E+00,1.00E+00,3.90E+01,0.00E+00,3.00E+00,2.00E+00,5.00E+00,0.00E+00,3.00E+00,0.00E+00
1.00E+00,0.00E+00,3.10E+01,1.00E+00,0.00E+00,5.20E+01,0.00E+00,1.00E+00,0.00E+00,1.00E+01,2.00E+00,2.00E+00,0.00E+00
2.00E+00,0.00E+00,7.00E+01,0.00E+00,0.00E+00,1.05E+01,0.00E+00,1.00E+00,3.00E+00,1.00E+01,0.00E+00,1.00E+00,1.00E+00
2.00E+00,0.00E+00,3.10E+01,0.00E+00,0.00E+00,1.30E+01,0.00E+00,1.00E+00,2.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,1.80E+01,0.00E+00,0.00E+00,7.78E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.45E+01,0.00E+00,0.00E+00,8.05E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,1.80E+01,0.00E+00,0.00E+00,9.84E+00,0.00E+00,2.00E+00,0.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,4.30E+01,1.00E+00,6.00E+00,4.69E+01,0.00E+00,3.00E+00,3.00E+00,7.00E+00,0.00E+00,8.00E+00,0.00E+00
1.00E+00,0.00E+00,3.60E+01,0.00E+00,1.00E+00,5.12E+02,1.00E+00,1.00E+00,0.00E+00,8.00E+00,2.00E+00,2.00E+00,0.00E+00
3.00E+00,1.00E+00,2.97E+01,0.00E+00,0.00E+00,8.14E+00,2.00E+00,2.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,2.70E+01,0.00E+00,0.00E+00,7.67E+01,1.00E+00,1.00E+00,0.00E+00,8.00E+00,2.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.00E+01,0.00E+00,0.00E+00,9.22E+00,0.00E+00,1.00E+00,0.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,1.40E+01,5.00E+00,2.00E+00,4.69E+01,0.00E+00,1.00E+00,3.00E+00,7.00E+00,0.00E+00,8.00E+00,0.00E+00
2.00E+00,0.00E+00,6.00E+01,1.00E+00,1.00E+00,3.90E+01,0.00E+00,1.00E+00,2.00E+00,5.00E+00,0.00E+00,3.00E+00,0.00E+00
2.00E+00,0.00E+00,2.50E+01,1.00E+00,2.00E+00,4.16E+01,1.00E+00,1.00E+00,3.00E+00,1.30E+01,0.00E+00,4.00E+00,0.00E+00
3.00E+00,0.00E+00,1.40E+01,4.00E+00,1.00E+00,3.97E+01,0.00E+00,1.00E+00,3.00E+00,7.00E+00,0.00E+00,6.00E+00,0.00E+00
3.00E+00,0.00E+00,1.90E+01,0.00E+00,0.00E+00,1.02E+01,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,1.80E+01,0.00E+00,0.00E+00,7.80E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,1.50E+01,0.00E+00,1.00E+00,2.11E+02,0.00E+00,2.00E+00,2.00E+00,5.00E+00,2.00E+00,2.00E+00,0.00E+00
1.00E+00,0.00E+00,3.10E+01,1.00E+00,0.00E+00,5.70E+01,0.00E+00,1.00E+00,1.00E+00,5.00E+00,2.00E+00,2.00E+00,0.00E+00
3.00E+00,1.00E+00,4.00E+00,0.00E+00,1.00E+00,1.34E+01,1.00E+00,2.00E+00,3.00E+00,6.00E+00,0.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,5.65E+01,0.00E+00,1.00E+00,1.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.50E+01,0.00E+00,0.00E+00,7.22E+00,1.00E+00,1.00E+00,2.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,6.00E+01,0.00E+00,0.00E+00,2.66E+01,0.00E+00,5.00E+00,1.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,0.00E+00,5.20E+01,0.00E+00,0.00E+00,1.35E+01,0.00E+00,1.00E+00,2.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,4.40E+01,0.00E+00,0.00E+00,8.05E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,2.97E+01,0.00E+00,0.00E+00,7.73E+00,2.00E+00,2.00E+00,3.00E+00,5.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,4.90E+01,1.00E+00,1.00E+00,1.11E+02,1.00E+00,1.00E+00,1.00E+00,5.00E+00,1.00E+00,3.00E+00,0.00E+00
3.00E+00,0.00E+00,4.20E+01,0.00E+00,0.00E+00,7.65E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,1.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,1.80E+01,1.00E+00,0.00E+00,2.28E+02,1.00E+00,3.00E+00,0.00E+00,8.00E+00,1.00E+00,2.00E+00,0.00E+00
1.00E+00,0.00E+00,3.50E+01,0.00E+00,0.00E+00,2.63E+01,0.00E+00,1.00E+00,0.00E+00,8.00E+00,2.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,1.80E+01,0.00E+00,1.00E+00,1.45E+01,1.00E+00,2.00E+00,2.00E+00,4.00E+00,0.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,2.50E+01,0.00E+00,0.00E+00,7.74E+00,2.00E+00,1.00E+00,3.00E+00,5.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.60E+01,1.00E+00,0.00E+00,7.85E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,2.00E+00,0.00E+00
2.00E+00,0.00E+00,3.90E+01,0.00E+00,0.00E+00,2.60E+01,0.00E+00,1.00E+00,2.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,1.00E+00,4.50E+01,0.00E+00,0.00E+00,1.35E+01,0.00E+00,3.00E+00,2.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,4.20E+01,0.00E+00,0.00E+00,2.63E+01,0.00E+00,1.00E+00,0.00E+00,8.00E+00,2.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,2.20E+01,0.00E+00,0.00E+00,1.52E+02,0.00E+00,2.00E+00,1.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,1.00E+00,1.00E+00,1.52E+01,1.00E+00,4.00E+00,2.00E+00,4.00E+00,0.00E+00,3.00E+00,0.00E+00
1.00E+00,1.00E+00,2.40E+01,0.00E+00,0.00E+00,4.95E+01,1.00E+00,2.00E+00,0.00E+00,8.00E+00,1.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,2.66E+01,0.00E+00,1.00E+00,1.00E+00,6.00E+00,1.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,4.80E+01,1.00E+00,0.00E+00,5.20E+01,0.00E+00,1.00E+00,1.00E+00,5.00E+00,1.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,2.90E+01,0.00E+00,0.00E+00,9.48E+00,0.00E+00,1.00E+00,0.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,0.00E+00,5.20E+01,0.00E+00,0.00E+00,1.30E+01,0.00E+00,1.00E+00,2.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,1.90E+01,0.00E+00,0.00E+00,7.65E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,1.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,3.80E+01,0.00E+00,0.00E+00,2.28E+02,1.00E+00,2.00E+00,0.00E+00,8.00E+00,1.00E+00,1.00E+00,1.00E+00
2.00E+00,1.00E+00,2.70E+01,0.00E+00,0.00E+00,1.05E+01,0.00E+00,2.00E+00,3.00E+00,5.00E+00,2.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,1.55E+01,2.00E+00,1.00E+00,3.00E+00,5.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,3.30E+01,0.00E+00,0.00E+00,7.78E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,1.00E+00,6.00E+00,0.00E+00,1.00E+00,3.30E+01,0.00E+00,2.00E+00,2.00E+00,6.00E+00,0.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,1.70E+01,1.00E+00,0.00E+00,7.05E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,2.00E+00,0.00E+00
2.00E+00,0.00E+00,3.40E+01,0.00E+00,0.00E+00,1.30E+01,0.00E+00,1.00E+00,1.00E+00,5.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,0.00E+00,5.00E+01,0.00E+00,0.00E+00,1.30E+01,0.00E+00,1.00E+00,2.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,2.70E+01,1.00E+00,0.00E+00,5.31E+01,0.00E+00,1.00E+00,1.00E+00,6.00E+00,2.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,2.00E+01,0.00E+00,0.00E+00,8.66E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,1.00E+00,3.00E+01,3.00E+00,0.00E+00,2.10E+01,0.00E+00,3.00E+00,3.00E+00,5.00E+00,0.00E+00,4.00E+00,0.00E+00
3.00E+00,1.00E+00,2.97E+01,0.00E+00,0.00E+00,7.74E+00,2.00E+00,2.00E+00,3.00E+00,5.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,0.00E+00,2.50E+01,1.00E+00,0.00E+00,2.60E+01,0.00E+00,1.00E+00,2.00E+00,6.00E+00,0.00E+00,2.00E+00,0.00E+00
3.00E+00,1.00E+00,2.50E+01,1.00E+00,0.00E+00,7.92E+00,0.00E+00,2.00E+00,3.00E+00,1.60E+01,0.00E+00,2.00E+00,0.00E+00
1.00E+00,1.00E+00,2.90E+01,0.00E+00,0.00E+00,2.11E+02,0.00E+00,2.00E+00,2.00E+00,5.00E+00,2.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,1.10E+01,0.00E+00,0.00E+00,1.88E+01,1.00E+00,1.00E+00,2.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,0.00E+00,2.30E+01,0.00E+00,0.00E+00,1.30E+01,0.00E+00,1.00E+00,2.00E+00,5.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,0.00E+00,2.30E+01,0.00E+00,0.00E+00,1.30E+01,0.00E+00,1.00E+00,2.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.85E+01,0.00E+00,0.00E+00,1.61E+01,0.00E+00,1.00E+00,0.00E+00,5.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,4.80E+01,1.00E+00,3.00E+00,3.44E+01,0.00E+00,3.00E+00,0.00E+00,1.00E+01,0.00E+00,5.00E+00,0.00E+00
1.00E+00,0.00E+00,3.50E+01,0.00E+00,0.00E+00,5.12E+02,1.00E+00,1.00E+00,0.00E+00,8.00E+00,2.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,7.90E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,7.90E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,3.00E+01,0.00E+00,1.00E+00,1.00E+00,5.00E+00,2.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,3.60E+01,1.00E+00,0.00E+00,7.88E+01,0.00E+00,1.00E+00,1.00E+00,5.00E+00,1.00E+00,2.00E+00,0.00E+00
1.00E+00,1.00E+00,2.10E+01,2.00E+00,2.00E+00,2.62E+02,1.00E+00,2.00E+00,0.00E+00,8.00E+00,2.00E+00,5.00E+00,0.00E+00
3.00E+00,0.00E+00,2.40E+01,1.00E+00,0.00E+00,1.61E+01,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,3.10E+01,0.00E+00,0.00E+00,7.92E+00,0.00E+00,1.00E+00,3.00E+00,1.70E+01,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,7.00E+01,1.00E+00,1.00E+00,7.10E+01,0.00E+00,5.00E+00,0.00E+00,9.00E+00,2.00E+00,3.00E+00,0.00E+00
3.00E+00,0.00E+00,1.60E+01,1.00E+00,1.00E+00,2.03E+01,0.00E+00,1.00E+00,3.00E+00,9.00E+00,0.00E+00,3.00E+00,0.00E+00
2.00E+00,1.00E+00,3.00E+01,0.00E+00,0.00E+00,1.30E+01,0.00E+00,2.00E+00,2.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,1.90E+01,1.00E+00,0.00E+00,5.31E+01,0.00E+00,1.00E+00,1.00E+00,6.00E+00,2.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,3.10E+01,0.00E+00,0.00E+00,7.75E+00,2.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,1.00E+00,4.00E+00,1.00E+00,1.00E+00,2.30E+01,0.00E+00,2.00E+00,2.00E+00,5.00E+00,0.00E+00,3.00E+00,0.00E+00
3.00E+00,0.00E+00,6.00E+00,0.00E+00,1.00E+00,1.25E+01,0.00E+00,4.00E+00,3.00E+00,6.00E+00,2.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,3.30E+01,0.00E+00,0.00E+00,9.50E+00,0.00E+00,0.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.30E+01,0.00E+00,0.00E+00,7.90E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,1.00E+00,4.80E+01,1.00E+00,2.00E+00,6.50E+01,0.00E+00,3.00E+00,2.00E+00,6.00E+00,0.00E+00,4.00E+00,0.00E+00
2.00E+00,0.00E+00,6.70E-01,1.00E+00,1.00E+00,1.45E+01,0.00E+00,4.00E+00,2.00E+00,6.00E+00,0.00E+00,3.00E+00,0.00E+00
3.00E+00,0.00E+00,2.80E+01,0.00E+00,0.00E+00,7.80E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,0.00E+00,1.80E+01,0.00E+00,0.00E+00,1.15E+01,0.00E+00,1.00E+00,2.00E+00,5.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,3.40E+01,0.00E+00,0.00E+00,8.05E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,3.30E+01,0.00E+00,0.00E+00,8.65E+01,0.00E+00,0.00E+00,1.00E+00,6.00E+00,2.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,1.45E+01,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,4.10E+01,0.00E+00,0.00E+00,7.13E+00,0.00E+00,1.00E+00,3.00E+00,1.60E+01,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.00E+01,0.00E+00,0.00E+00,7.23E+00,1.00E+00,1.00E+00,2.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,3.60E+01,1.00E+00,2.00E+00,1.20E+02,0.00E+00,3.00E+00,1.00E+00,6.00E+00,2.00E+00,4.00E+00,0.00E+00
3.00E+00,0.00E+00,1.60E+01,0.00E+00,0.00E+00,7.78E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
